verbList,verbProbabilities,verbCounts
ASSASSINATION,0.0010515247108307,81
ASSASSINS,0.000181745011748517,14
ASSAULTED,2.5963573106931e-05,2
ASSERTED,0.000207708584855448,16
ASSERTS,1.29817865534655e-05,1
ASSESS,3.89453596603965e-05,3
ASSESSED,0,0
ASSIGN,1.29817865534655e-05,1
ASSIGNED,3.89453596603965e-05,3
ASSIGNS,0,0
ASSIST,1.29817865534655e-05,1
ASSISTED,0,0
ASSISTING,1.29817865534655e-05,1
ASSOCIATED,2.5963573106931e-05,2
ASSUME,2.5963573106931e-05,2
ASSUMED,5.1927146213862e-05,4
ASSUMES,1.29817865534655e-05,1
ASSUMING,1.29817865534655e-05,1
ASSURE,3.89453596603965e-05,3
ASSURED,2.5963573106931e-05,2
ATTACH,2.5963573106931e-05,2
ATTACHED,1.29817865534655e-05,1
ATTACK,0.00277810232244161,214
ATTACKED,0.0011294154301515,87
ATTACKING,0.000194726798301982,15
ATTACKS,0.00151886902675546,117
ATTAIN,5.1927146213862e-05,4
ATTAINED,2.5963573106931e-05,2
ATTAINS,0,0
ATTEMPT,0.000246653944515844,19
ATTEMPTED,0.000116836078981189,9
ATTEMPTING,5.1927146213862e-05,4
ATTEMPTS,0.00014279965208812,11
ATTEND,0.00014279965208812,11
ATTENDED,9.08725058742584e-05,7
ATTENDING,9.08725058742584e-05,7
ATTENDS,1.29817865534655e-05,1
ATTENTIVE,1.29817865534655e-05,1
ATTEST,1.29817865534655e-05,1
ATTIRE,0,0
ATTITUDE,0.000285599304176241,22
ATTRIBUTE,2.5963573106931e-05,2
ATTRIBUTED,0.000168763225195051,13
ATTRIBUTES,1.29817865534655e-05,1
ATTRIBUTING,0,0
AUGMENTED,0,0
AUTHOR,1.29817865534655e-05,1
AUTHORITY,5.1927146213862e-05,4
AUTHORIZE,1.29817865534655e-05,1
AUTHORIZED,5.1927146213862e-05,4
AUTHORIZES,1.29817865534655e-05,1
AVAILABLE,3.89453596603965e-05,3
AVAILED,0,0
AVENGE,1.29817865534655e-05,1
AVOID,0.000155781438641586,12
AVOIDED,3.89453596603965e-05,3
AWAIT,5.1927146213862e-05,4
AWAITING,7.78907193207929e-05,6
AWAKEN,1.29817865534655e-05,1
AWAKENS,0,0
AWARDED,0,0
AWARE,0.000129817865534655,10
AWATING,0,0
AWOKE,0,0
AYLWIN,6.49089327673274e-05,5
BACK,0.000181745011748517,14
BACKED,2.5963573106931e-05,2
BACKFIRED,0,0
BACKING,1.29817865534655e-05,1
BAD,0.000129817865534655,10
BALANCE,1.29817865534655e-05,1
BAND,1.29817865534655e-05,1
BANNED,0,0
BAR,0,0
BARED,1.29817865534655e-05,1
BARRANQUILLA,0,0
BASE,7.78907193207929e-05,6
BASED,0.000363490023497034,28
BASES,2.5963573106931e-05,2
BE,0.0077501265724189,597
BEAR,5.1927146213862e-05,4
BEARS,2.5963573106931e-05,2
BEAT,0,0
BEATEN,3.89453596603965e-05,3
BECAME,0.000194726798301982,15
BECOME,0.000389453596603965,30
BECOMES,3.89453596603965e-05,3
BECOMING,6.49089327673274e-05,5
BEEFED,0,0
BEEN,0.00800976230348821,617
BEG,1.29817865534655e-05,1
BEGAN,0.00080487076631486,62
BEGETS,0,0
BEGIN,0.000298581090729706,23
BEGINING,1.29817865534655e-05,1
BEGINNING,0.000285599304176241,22
BEGINS,7.78907193207929e-05,6
BEGUN,0.000181745011748517,14
BEHAVE,0,0
BEHAVED,0,0
BEHAVING,0,0
BELEIVE,0,0
BELIES,1.29817865534655e-05,1
BELIEVE,0.00132414222845348,102
BELIEVED,0.000155781438641586,12
BELIEVES,0.000181745011748517,14
BELIEVING,3.89453596603965e-05,3
BELONG,3.89453596603965e-05,3
BELONGED,6.49089327673274e-05,5
BELONGING,0.000207708584855448,16
BELONGS,1.29817865534655e-05,1
BELTRAN,5.1927146213862e-05,4
BENAVIDES,0.00014279965208812,11
BENEFICIAL,1.29817865534655e-05,1
BENEFIT,7.78907193207929e-05,6
BENEFITED,0,0
BENEFITTED,0,0
BENT,3.89453596603965e-05,3
BESET,1.29817865534655e-05,1
BESIEGE,0,0
BESIEGED,1.29817865534655e-05,1
BESIEGING,0,0
BEST,0.000246653944515844,19
BET,0,0
BETRAY,1.29817865534655e-05,1
BETRAYED,2.5963573106931e-05,2
BETTER,0.000103854292427724,8
BID,1.29817865534655e-05,1
BIRTHPLACE,3.89453596603965e-05,3
BLACK,2.5963573106931e-05,2
BLACKED,0,0
BLACKMAIL,0,0
BLACKMAILED,1.29817865534655e-05,1
BLAME,9.08725058742584e-05,7
BLAMED,0.000207708584855448,16
BLAMES,1.29817865534655e-05,1
BLAMING,6.49089327673274e-05,5
BLESS,0,0
BLEW,0.000168763225195051,13
BLIND,0,0
BLOCK,3.89453596603965e-05,3
BLOCKADED,0,0
BLOCKED,7.78907193207929e-05,6
BLOCKING,2.5963573106931e-05,2
BLOCKS,6.49089327673274e-05,5
BLOW,0.000168763225195051,13
BLOWN,2.5963573106931e-05,2
BLUNDER,0,0
BOARDED,0,0
BOARDING,0,0
BOAT,5.1927146213862e-05,4
BODYGUARDS,0.000168763225195051,13
BOGGED,0,0
BOILING,0,0
BOMB,0.000597162181459412,46
BOMBARDED,1.29817865534655e-05,1
BOMBED,0.000194726798301982,15
BOMBING,0.000220690371408913,17
BOMBS,0.000350508236943568,27
BOOED,0,0
BORDER,0.000207708584855448,16
BORDERING,3.89453596603965e-05,3
BORDERS,2.5963573106931e-05,2
BORE,2.5963573106931e-05,2
BORN,0.000129817865534655,10
BORNE,1.29817865534655e-05,1
BOTHERS,0,0
BOUGHT,1.29817865534655e-05,1
BOUND,1.29817865534655e-05,1
BRAINWASHED,2.5963573106931e-05,2
BRANDED,0,0
BRANDISH,0,0
BRAVE,7.78907193207929e-05,6
BREAK,0.000207708584855448,16
BREED,1.29817865534655e-05,1
BRIBED,0,0
BRIDGE,0.000103854292427724,8
BRIEF,5.1927146213862e-05,4
BRIEFED,0,0
BRING,0.000324544663836637,25
BRINGING,7.78907193207929e-05,6
BRINGS,2.5963573106931e-05,2
BROADCAST,0.000168763225195051,13
BROADCASTING,0,0
BROADCASTS,2.5963573106931e-05,2
BROADEN,0,0
BROKE,0.000181745011748517,14
BROKEN,0.000103854292427724,8
BROTHER,7.78907193207929e-05,6
BROUGHT,0.000181745011748517,14
BUILD,5.1927146213862e-05,4
BUILDING,0.000220690371408913,17
BUILDS,0,0
BUILT,9.08725058742584e-05,7
BURDENED,1.29817865534655e-05,1
BURIED,6.49089327673274e-05,5
BURN,3.89453596603965e-05,3
BURNED,0.000181745011748517,14
BURST,0,0
BURY,1.29817865534655e-05,1
BUY,1.29817865534655e-05,1
BUYING,1.29817865534655e-05,1
BUYS,0,0
BY-PRODUCT,0,0
CABLED,0,0
CABRERA,2.5963573106931e-05,2
CADIZ,0,0
CALCULATED,0,0
CALL,0.000558216821799016,43
CALLED,0.000726980046994067,56
CALLING,7.78907193207929e-05,6
CALLS,0.000285599304176241,22
CALM,5.1927146213862e-05,4
CAME,0.000207708584855448,16
CAMOUFLAGED,0,0
CAMPS,3.89453596603965e-05,3
CAN,0.00193428619646636,149
CANCELED,1.29817865534655e-05,1
CANCELLED,1.29817865534655e-05,1
CANDID,0,0
CANDIDATE,0.000726980046994067,56
CANNONT,0,0
CAPABLE,7.78907193207929e-05,6
CAPITAL,0.00125923329568615,97
CAPTAIN,0.000103854292427724,8
CAPTIVE,0,0
CAPTURE,0.000129817865534655,10
CAPTURED,0.000298581090729706,23
CAPTURES,0,0
CAPTURING,3.89453596603965e-05,3
CARE,7.78907193207929e-05,6
CAREFUL,2.5963573106931e-05,2
CARRIED,0.00157079617296932,121
CARRIERS,0,0
CARRIES,5.1927146213862e-05,4
CARRY,0.000532253248692085,41
CARRYING,0.000363490023497034,28
CARTAGENA,6.49089327673274e-05,5
CARTEL,0.000363490023497034,28
CARVE,0,0
CASE,0.000973633991509912,75
CAST,7.78907193207929e-05,6
CASTS,1.29817865534655e-05,1
CATCH,1.29817865534655e-05,1
CATTLEMEN,0,0
CAUGHT,2.5963573106931e-05,2
CAUSE,0.000272617517622775,21
CAUSED,0.000739961833547533,57
CAUSES,9.08725058742584e-05,7
CAUSING,0.000337526450390103,26
CEASE,7.78907193207929e-05,6
CEASED,2.5963573106931e-05,2
CEASES,0,0
CEASING,0,0
CEDES,1.29817865534655e-05,1
CELEBRATE,1.29817865534655e-05,1
CELEBRATED,0,0
CELEBRATING,1.29817865534655e-05,1
CENSORS,2.5963573106931e-05,2
CENTER,0.00025963573106931,20
CENTERED,2.5963573106931e-05,2
CENTERS,0.000116836078981189,9
CERTAIN,0.000220690371408913,17
CERTIFY,0,0
CHAIR,1.29817865534655e-05,1
CHAIRED,3.89453596603965e-05,3
CHALLENGE,1.29817865534655e-05,1
CHALLENGED,2.5963573106931e-05,2
CHAMBER,9.08725058742584e-05,7
CHAMPION,1.29817865534655e-05,1
CHAMPIONED,1.29817865534655e-05,1
CHANGE,0.000168763225195051,13
CHANGED,9.08725058742584e-05,7
CHANGING,2.5963573106931e-05,2
CHANNELLING,0,0
CHARACTERIZED,7.78907193207929e-05,6
CHARACTERIZES,0,0
CHARGE,0.000415417169710896,32
CHARGED,0.000350508236943568,27
CHARTED,0,0
CHASED,1.29817865534655e-05,1
CHASING,1.29817865534655e-05,1
CHAVEZ,0.000233672157962379,18
CHECKED,1.29817865534655e-05,1
CHECKING,2.5963573106931e-05,2
CHEERED,0,0
CHERISH,0,0
CHIEF,0.000765925406654464,59
CHIEFS,0.000272617517622775,21
CHILE,0.000207708584855448,16
CHOOSE,1.29817865534655e-05,1
CHOSE,1.29817865534655e-05,1
CHOSEN,1.29817865534655e-05,1
CHUCKLES,0,0
CHURCHES,5.1927146213862e-05,4
CIRCLED,1.29817865534655e-05,1
CIRCLES,6.49089327673274e-05,5
CIRCULATE,0,0
CIRCULATED,0,0
CIRCULATING,2.5963573106931e-05,2
CITE,3.89453596603965e-05,3
CITED,1.29817865534655e-05,1
CITES,0,0
CITIZENS,0.000285599304176241,22
CITY,0.00119432436291882,92
CIVILIAN,0.000856797912528722,66
CIVILIANS,0.000532253248692085,41
CLAIM,0.000155781438641586,12
CLAIMED,0.000493307889031689,38
CLAIMING,6.49089327673274e-05,5
CLAIMS,0.000103854292427724,8
CLAMORING,1.29817865534655e-05,1
CLARIFICATION,2.5963573106931e-05,2
CLARIFIED,3.89453596603965e-05,3
CLARIFY,0.000246653944515844,19
CLARIFYING,5.1927146213862e-05,4
CLASH,0.000194726798301982,15
CLASHED,0.000129817865534655,10
CLEAN,2.5963573106931e-05,2
CLEANING,0,0
CLEANS,1.29817865534655e-05,1
CLEAR,0.000389453596603965,30
CLEARED,2.5963573106931e-05,2
CLEARER,1.29817865534655e-05,1
CLEARING,3.89453596603965e-05,3
CLEARS,0,0
CLIMBED,0,0
CLOSE,0.000454362529371292,35
CLOSED,3.89453596603965e-05,3
CLUE,2.5963573106931e-05,2
COALESCE,0,0
COCA,3.89453596603965e-05,3
COINCIDE,1.29817865534655e-05,1
COINCIDED,0,0
COINCIDENCE,2.5963573106931e-05,2
COINCIDES,1.29817865534655e-05,1
COLINDRES,9.08725058742584e-05,7
COLLABORATES,0,0
COLLABORATING,2.5963573106931e-05,2
COLLAPSE,0,0
COLLEAGUE,2.5963573106931e-05,2
COLLECTED,0,0
COLOMBIA,0.00110345185704457,85
COMBATTED,0,0
COMBED,0,0
COMBINE,0,0
COMBING,5.1927146213862e-05,4
COME,0.000376471810050499,29
COMES,5.1927146213862e-05,4
COMING,6.49089327673274e-05,5
COMITTED,0,0
COMMAND,0.0010515247108307,81
COMMANDED,3.89453596603965e-05,3
COMMANDER,0.0010515247108307,81
COMMANDS,6.49089327673274e-05,5
COMMEMORATED,0,0
COMMEMORATING,1.29817865534655e-05,1
COMMENT,1.29817865534655e-05,1
COMMENTED,5.1927146213862e-05,4
COMMENTING,2.5963573106931e-05,2
COMMISSION,0.000765925406654464,59
COMMISSIONED,3.89453596603965e-05,3
COMMIT,0.000129817865534655,10
COMMITMENT,0.000168763225195051,13
COMMITS,1.29817865534655e-05,1
COMMITTED,0.000480326102478223,37
COMMITTING,6.49089327673274e-05,5
COMMON,0.00014279965208812,11
COMMUNICATE,0,0
COMMUNICATING,0,0
COMMUNIQUE,0.000688034687333671,53
COMPANY,0.00014279965208812,11
COMPARABLE,2.5963573106931e-05,2
COMPARE,2.5963573106931e-05,2
COMPARED,3.89453596603965e-05,3
COMPATIBLE,0,0
COMPEL,0,0
COMPELLED,5.1927146213862e-05,4
COMPETES,1.29817865534655e-05,1
COMPILING,0,0
COMPLAIN,0,0
COMPLAINED,1.29817865534655e-05,1
COMPLEMENT,0,0
COMPLEMENTED,0,0
COMPLEMENTS,0,0
COMPLETE,9.08725058742584e-05,7
COMPLETED,2.5963573106931e-05,2
COMPLEX,2.5963573106931e-05,2
COMPLICATE,2.5963573106931e-05,2
COMPLICATED,0,0
COMPLICATES,0,0
COMPLIES,0,0
COMPLY,2.5963573106931e-05,2
COMPLYING,2.5963573106931e-05,2
COMPONENTS,2.5963573106931e-05,2
COMPOSE,1.29817865534655e-05,1
COMPOSED,1.29817865534655e-05,1
COMPREHENSIBLE,0,0
COMPRISE,0,0
COMPRISED,2.5963573106931e-05,2
COMPRISES,0,0
CONCEAL,1.29817865534655e-05,1
CONCEALING,2.5963573106931e-05,2
CONCEALS,0,0
CONCEDED,0,0
CONCEIVED,1.29817865534655e-05,1
CONCENTRATE,1.29817865534655e-05,1
CONCENTRATED,3.89453596603965e-05,3
CONCERN,0.000181745011748517,14
CONCERNED,2.5963573106931e-05,2
CONCERNING,0.00025963573106931,20
CONCERNS,1.29817865534655e-05,1
CONCLUDE,5.1927146213862e-05,4
CONCLUDED,7.78907193207929e-05,6
CONCLUDES,2.5963573106931e-05,2
CONCLUSIVE,1.29817865534655e-05,1
CONCUR,1.29817865534655e-05,1
CONDEMEND,1.29817865534655e-05,1
CONDEMN,0.000194726798301982,15
CONDEMNED,0.000350508236943568,27
CONDEMNING,0.00014279965208812,11
CONDEMNS,0.000116836078981189,9
CONDITION,7.78907193207929e-05,6
CONDITIONED,1.29817865534655e-05,1
CONDONE,0,0
CONDUCIVE,0,0
CONDUCT,0.000233672157962379,18
CONDUCTED,0.000298581090729706,23
CONDUCTING,0.000168763225195051,13
CONFERRED,0,0
CONFESSED,2.5963573106931e-05,2
CONFICATED,0,0
CONFIDENT,2.5963573106931e-05,2
CONFINED,2.5963573106931e-05,2
CONFIRM,0.00014279965208812,11
CONFIRMED,0.000675052900780205,52
CONFIRMS,0.000103854292427724,8
CONFISCATED,0.000129817865534655,10
CONFISCATING,0,0
CONFORM,1.29817865534655e-05,1
CONFRONT,5.1927146213862e-05,4
CONFRONTATIONS,5.1927146213862e-05,4
CONFRONTED,6.49089327673274e-05,5
CONFRONTING,5.1927146213862e-05,4
CONFUSE,7.78907193207929e-05,6
CONFUSES,1.29817865534655e-05,1
CONFUSION,2.5963573106931e-05,2
CONGRATULATE,1.29817865534655e-05,1
CONGRATULATED,2.5963573106931e-05,2
CONNECTED,5.1927146213862e-05,4
CONNECTS,1.29817865534655e-05,1
CONQUER,0,0
CONQUERED,0,0
CONQUEST,0,0
CONSEQUENCE,3.89453596603965e-05,3
CONSERVATIVES,1.29817865534655e-05,1
CONSIDER,0.00014279965208812,11
CONSIDERATION,2.5963573106931e-05,2
CONSIDERED,0.000285599304176241,22
CONSIDERING,6.49089327673274e-05,5
CONSIDERS,1.29817865534655e-05,1
CONSIST,2.5963573106931e-05,2
CONSISTED,1.29817865534655e-05,1
CONSISTENT,2.5963573106931e-05,2
CONSISTS,2.5963573106931e-05,2
CONSOLIDATE,6.49089327673274e-05,5
CONSOLIDATED,1.29817865534655e-05,1
CONSOLIDATING,0,0
CONSPIRACY,2.5963573106931e-05,2
CONSTITUTE,1.29817865534655e-05,1
CONSTITUTES,3.89453596603965e-05,3
CONSTRUCTED,0,0
CONSTRUCTIVE,1.29817865534655e-05,1
CONSULT,1.29817865534655e-05,1
CONSULTED,7.78907193207929e-05,6
CONSUME,1.29817865534655e-05,1
CONSUMED,1.29817865534655e-05,1
CONSUMER,0,0
CONSUMERS,0,0
CONTACT,7.78907193207929e-05,6
CONTACTED,5.1927146213862e-05,4
CONTACTING,0,0
CONTAIN,3.89453596603965e-05,3
CONTAINED,2.5963573106931e-05,2
CONTAINS,1.29817865534655e-05,1
CONTEMPLATE,1.29817865534655e-05,1
CONTEMPLATED,0,0
CONTEND,0,0
CONTINENT,2.5963573106931e-05,2
CONTINUE,0.00135010580156041,104
CONTINUED,0.000207708584855448,16
CONTINUES,0.000220690371408913,17
CONTINUING,0.000155781438641586,12
CONTINUOUS,1.29817865534655e-05,1
CONTRACTED,0,0
CONTRADICT,0,0
CONTRADICTING,2.5963573106931e-05,2
CONTRADICTS,0,0
CONTRARY,5.1927146213862e-05,4
CONTRAS,0.000168763225195051,13
CONTRASTED,0,0
CONTRASTS,0,0
CONTRIBUTE,0.00014279965208812,11
CONTRIBUTED,1.29817865534655e-05,1
CONTRIBUTES,3.89453596603965e-05,3
CONTRIBUTING,2.5963573106931e-05,2
CONTRIBUTION,2.5963573106931e-05,2
CONTROL,0.000558216821799016,43
CONTROLLED,0.000181745011748517,14
CONTROLLING,2.5963573106931e-05,2
CONTROLS,1.29817865534655e-05,1
CONVENE,1.29817865534655e-05,1
CONVENED,2.5963573106931e-05,2
CONVENIENT,2.5963573106931e-05,2
CONVERGE,0,0
CONVERTING,0,0
CONVEY,2.5963573106931e-05,2
CONVEYS,2.5963573106931e-05,2
CONVICTED,0,0
CONVINCE,3.89453596603965e-05,3
CONVINCED,7.78907193207929e-05,6
CONVOKES,0,0
COOLING,0,0
COOPERATE,6.49089327673274e-05,5
COOPERATED,0,0
COOPERATES,0,0
COOPERATING,1.29817865534655e-05,1
COORDINATE,0,0
COORDINATED,2.5963573106931e-05,2
COORDINATING,0.00014279965208812,11
CORDIAL,1.29817865534655e-05,1
CORDONED,2.5963573106931e-05,2
CORPS,0.000181745011748517,14
CORRAL,2.5963573106931e-05,2
CORRECT,0,0
CORRESPOND,1.29817865534655e-05,1
CORROBORATED,0,0
COST,2.5963573106931e-05,2
COULD,0.00149290545364853,115
COUNT,1.29817865534655e-05,1
COUNTED,1.29817865534655e-05,1
COUNTER,7.78907193207929e-05,6
COUNTERACT,0,0
COUNTERED,0,0
COUNTEROFFENSIVES,1.29817865534655e-05,1
COUNTING,5.1927146213862e-05,4
COUNTRIES,0.000376471810050499,29
COUNTRY,0.00196024976957329,151
COUNTRYMEN,1.29817865534655e-05,1
COURAGEOUS,2.5963573106931e-05,2
COURT,0.000765925406654464,59
COURTS,0.000103854292427724,8
COVER,0.000155781438641586,12
COVER-UP,0,0
COVERED,1.29817865534655e-05,1
COVERING,9.08725058742584e-05,7
COVERS,0,0
COWARDS,0,0
CRACKED,0,0
CRASHED,5.1927146213862e-05,4
CREATE,0.000311562877283172,24
CREATED,0.00014279965208812,11
