verbList,verbProbabilities,verbCounts
BAND,0,0
BANNED,0,0
BAR,0,0
BARED,0,0
BARRANQUILLA,0,0
BASE,0.000102469515319193,1
BASED,0.000102469515319193,1
BASES,0,0
BE,0.00594323188851317,58
BEAR,0,0
BEARS,0,0
BEAT,0.000102469515319193,1
BEATEN,0,0
BECAME,0.000512347576595963,5
BECOME,0,0
BECOMES,0,0
BECOMING,0.000102469515319193,1
BEEFED,0,0
BEEN,0.00932472589404652,91
BEG,0,0
BEGAN,0.00081975612255354,8
BEGETS,0,0
BEGIN,0.000204939030638385,2
BEGINING,0,0
BEGINNING,0.000102469515319193,1
BEGINS,0,0
BEGUN,0.000102469515319193,1
BEHAVE,0,0
BEHAVED,0,0
BEHAVING,0,0
BELEIVE,0,0
BELIES,0,0
BELIEVE,0.000102469515319193,1
BELIEVED,0.000307408545957578,3
BELIEVES,0,0
BELIEVING,0,0
BELONG,0,0
BELONGED,0.000204939030638385,2
BELONGING,0.000307408545957578,3
BELONGS,0,0
BELTRAN,0,0
BENAVIDES,0,0
BENEFICIAL,0,0
BENEFIT,0,0
BENEFITED,0,0
BENEFITTED,0,0
BENT,0,0
BESET,0,0
BESIEGE,0,0
BESIEGED,0.000102469515319193,1
BESIEGING,0,0
BEST,0,0
BET,0,0
BETRAY,0,0
BETRAYED,0.000204939030638385,2
BETTER,0,0
BID,0,0
BIRTHPLACE,0.000102469515319193,1
BLACK,0,0
BLACKED,0,0
BLACKMAIL,0,0
BLACKMAILED,0,0
BLAME,0.000102469515319193,1
BLAMED,0.00040987806127677,4
BLAMES,0,0
BLAMING,0,0
BLESS,0,0
BLEW,0.000102469515319193,1
BLIND,0,0
BLOCK,0,0
BLOCKADED,0,0
BLOCKED,0,0
BLOCKING,0,0
BLOCKS,0,0
BLOW,0.000102469515319193,1
BLOWN,0.000204939030638385,2
BLUNDER,0,0
BOARDED,0.000102469515319193,1
BOARDING,0,0
BOAT,0.000204939030638385,2
BODYGUARDS,0,0
BOGGED,0,0
BOILING,0,0
BOMB,0.000922225637872733,9
BOMBARDED,0,0
BOMBED,0.000102469515319193,1
BOMBING,0.000204939030638385,2
BOMBS,0.000102469515319193,1
BOOED,0,0
BORDER,0.00112716466851112,11
BORDERING,0.000102469515319193,1
BORDERS,0,0
BORE,0.000204939030638385,2
BORN,0,0
BORNE,0,0
BOTHERS,0,0
BOUGHT,0,0
BOUND,0,0
BRAINWASHED,0,0
BRANDED,0,0
BRANDISH,0,0
BRAVE,0,0
BREAK,0.000307408545957578,3
BREED,0,0
BRIBED,0,0
BRIDGE,0,0
BRIEF,0,0
BRIEFED,0,0
BRING,0.000204939030638385,2
BRINGING,0.000102469515319193,1
BRINGS,0.000204939030638385,2
BROADCAST,0,0
BROADCASTING,0.000102469515319193,1
BROADCASTS,0.000102469515319193,1
BROADEN,0,0
BROKE,0.000204939030638385,2
BROKEN,0.000102469515319193,1
BROTHER,0.000512347576595963,5
BROUGHT,0.000102469515319193,1
BUILD,0,0
BUILDING,0,0
BUILDS,0.000102469515319193,1
BUILT,0.000102469515319193,1
BURDENED,0.000102469515319193,1
BURIED,0.000102469515319193,1
BURN,0,0
BURNED,0,0
BURST,0,0
BURY,0,0
BUY,0,0
BUYING,0,0
BUYS,0,0
BY-PRODUCT,0,0
CABLED,0,0
CABRERA,0.000102469515319193,1
CADIZ,0,0
CALCULATED,0,0
CALL,0.000307408545957578,3
CALLED,0.00102469515319193,10
CALLING,0,0
CALLS,0.000102469515319193,1
CALM,0,0
CAME,0.000307408545957578,3
CAMOUFLAGED,0,0
CAMPS,0.000102469515319193,1
CAN,0.000307408545957578,3
CANCELED,0,0
CANCELLED,0,0
CANDID,0,0
CANDIDATE,0.00040987806127677,4
CANNONT,0,0
CAPABLE,0.000102469515319193,1
CAPITAL,0.000922225637872733,9
CAPTAIN,0.000102469515319193,1
CAPTIVE,0.000102469515319193,1
CAPTURE,0.00040987806127677,4
CAPTURED,0.00081975612255354,8
CAPTURES,0,0
CAPTURING,0.000102469515319193,1
CARE,0,0
CAREFUL,0,0
CARRIED,0.0014345732144687,14
CARRIERS,0.000102469515319193,1
CARRIES,0,0
CARRY,0.000307408545957578,3
CARRYING,0.000614817091915155,6
CARTAGENA,0.000614817091915155,6
CARTEL,0.000614817091915155,6
CARVE,0,0
CASE,0.00040987806127677,4
CAST,0,0
CASTS,0,0
CATCH,0.000102469515319193,1
CATTLEMEN,0,0
CAUGHT,0,0
CAUSE,0.000307408545957578,3
CAUSED,0.000512347576595963,5
CAUSES,0.000307408545957578,3
CAUSING,0.00040987806127677,4
CEASE,0.000102469515319193,1
CEASED,0,0
CEASES,0,0
CEASING,0,0
CEDES,0,0
CELEBRATE,0,0
CELEBRATED,0,0
CELEBRATING,0,0
CENSORS,0,0
CENTER,0.000102469515319193,1
CENTERED,0,0
CENTERS,0.000102469515319193,1
CERTAIN,0.000102469515319193,1
CERTIFY,0,0
CHAIR,0,0
CHAIRED,0,0
CHALLENGE,0,0
CHALLENGED,0,0
CHAMBER,0,0
CHAMPION,0,0
CHAMPIONED,0,0
CHANGE,0.000204939030638385,2
CHANGED,0,0
CHANGING,0,0
CHANNELLING,0,0
CHARACTERIZED,0.000204939030638385,2
CHARACTERIZES,0,0
CHARGE,0.000512347576595963,5
CHARGED,0.000204939030638385,2
CHARTED,0,0
CHASED,0.000102469515319193,1
CHASING,0,0
CHAVEZ,0.000204939030638385,2
CHECKED,0,0
CHECKING,0,0
CHEERED,0,0
CHERISH,0,0
CHIEF,0.000307408545957578,3
CHIEFS,0,0
CHILE,0,0
CHOOSE,0,0
CHOSE,0,0
CHOSEN,0,0
CHUCKLES,0,0
CHURCHES,0,0
CIRCLED,0,0
CIRCLES,0.000102469515319193,1
CIRCULATE,0,0
CIRCULATED,0.000102469515319193,1
CIRCULATING,0,0
CITE,0,0
CITED,0,0
CITES,0,0
CITIZENS,0.000922225637872733,9
CITY,0.00215185982170304,21
CIVILIAN,0.00122963418383031,12
CIVILIANS,0.000307408545957578,3
CLAIM,0.000204939030638385,2
CLAIMED,0.000512347576595963,5
CLAIMING,0,0
CLAIMS,0,0
CLAMORING,0.000102469515319193,1
CLARIFICATION,0.000102469515319193,1
CLARIFIED,0,0
CLARIFY,0.000102469515319193,1
CLARIFYING,0,0
CLASH,0.00040987806127677,4
CLASHED,0.000102469515319193,1
CLEAN,0,0
CLEANING,0.000102469515319193,1
CLEANS,0,0
CLEAR,0.000102469515319193,1
CLEARED,0,0
CLEARER,0,0
CLEARING,0,0
CLEARS,0,0
CLIMBED,0,0
CLOSE,0.000512347576595963,5
CLOSED,0,0
CLUE,0,0
COALESCE,0,0
COCA,0,0
COINCIDE,0,0
COINCIDED,0.000102469515319193,1
COINCIDENCE,0,0
COINCIDES,0.000102469515319193,1
COLINDRES,0.00040987806127677,4
COLLABORATES,0,0
COLLABORATING,0,0
COLLAPSE,0,0
COLLEAGUE,0,0
COLLECTED,0,0
COLOMBIA,0.00153704272978789,15
COMBATTED,0,0
COMBED,0,0
COMBINE,0,0
COMBING,0.000102469515319193,1
COME,0.000204939030638385,2
COMES,0.000204939030638385,2
COMING,0.000204939030638385,2
COMITTED,0,0
COMMAND,0.00081975612255354,8
COMMANDED,0,0
COMMANDER,0.000512347576595963,5
COMMANDS,0,0
COMMEMORATED,0,0
COMMEMORATING,0,0
COMMENT,0,0
COMMENTED,0,0
COMMENTING,0.000204939030638385,2
COMMISSION,0.000922225637872733,9
COMMISSIONED,0.000102469515319193,1
COMMIT,0.000102469515319193,1
COMMITMENT,0,0
COMMITS,0,0
COMMITTED,0,0
COMMITTING,0,0
COMMON,0.000102469515319193,1
COMMUNICATE,0,0
COMMUNICATING,0,0
COMMUNIQUE,0.0014345732144687,14
COMPANY,0.000307408545957578,3
COMPARABLE,0,0
COMPARE,0,0
COMPARED,0.000102469515319193,1
COMPATIBLE,0,0
COMPEL,0,0
COMPELLED,0,0
COMPETES,0,0
COMPILING,0.000102469515319193,1
COMPLAIN,0,0
COMPLAINED,0,0
COMPLEMENT,0,0
COMPLEMENTED,0,0
COMPLEMENTS,0,0
COMPLETE,0,0
COMPLETED,0,0
COMPLEX,0,0
COMPLICATE,0,0
COMPLICATED,0,0
COMPLICATES,0,0
COMPLIES,0,0
COMPLY,0,0
COMPLYING,0.000102469515319193,1
COMPONENTS,0,0
COMPOSE,0,0
COMPOSED,0,0
COMPREHENSIBLE,0,0
COMPRISE,0,0
COMPRISED,0,0
COMPRISES,0,0
CONCEAL,0,0
CONCEALING,0,0
CONCEALS,0,0
CONCEDED,0,0
CONCEIVED,0,0
CONCENTRATE,0,0
CONCENTRATED,0,0
CONCERN,0.000307408545957578,3
CONCERNED,0.000102469515319193,1
CONCERNING,0.000204939030638385,2
CONCERNS,0,0
CONCLUDE,0.000204939030638385,2
CONCLUDED,0,0
CONCLUDES,0,0
CONCLUSIVE,0,0
CONCUR,0,0
CONDEMEND,0,0
CONDEMN,0.00040987806127677,4
CONDEMNED,0.000204939030638385,2
CONDEMNING,0.000307408545957578,3
CONDEMNS,0.000102469515319193,1
CONDITION,0.00040987806127677,4
CONDITIONED,0.000102469515319193,1
CONDONE,0,0
CONDUCIVE,0,0
CONDUCT,0.000102469515319193,1
CONDUCTED,0.000204939030638385,2
CONDUCTING,0.000102469515319193,1
CONFERRED,0,0
CONFESSED,0,0
CONFICATED,0,0
CONFIDENT,0,0
CONFINED,0.000102469515319193,1
CONFIRM,0.000102469515319193,1
CONFIRMED,0.00081975612255354,8
CONFIRMS,0,0
CONFISCATED,0.00040987806127677,4
CONFISCATING,0,0
CONFORM,0,0
CONFRONT,0,0
CONFRONTATIONS,0.000102469515319193,1
CONFRONTED,0.000102469515319193,1
CONFRONTING,0,0
CONFUSE,0,0
CONFUSES,0,0
CONFUSION,0,0
CONGRATULATE,0,0
CONGRATULATED,0,0
CONNECTED,0.000102469515319193,1
CONNECTS,0,0
CONQUER,0,0
CONQUERED,0,0
CONQUEST,0,0
CONSEQUENCE,0,0
CONSERVATIVES,0,0
CONSIDER,0.000102469515319193,1
CONSIDERATION,0.000102469515319193,1
CONSIDERED,0.000307408545957578,3
CONSIDERING,0,0
CONSIDERS,0.000102469515319193,1
CONSIST,0,0
CONSISTED,0,0
CONSISTENT,0,0
CONSISTS,0,0
CONSOLIDATE,0,0
CONSOLIDATED,0,0
CONSOLIDATING,0,0
CONSPIRACY,0,0
CONSTITUTE,0,0
CONSTITUTES,0.000102469515319193,1
CONSTRUCTED,0,0
CONSTRUCTIVE,0,0
CONSULT,0,0
CONSULTED,0.000204939030638385,2
CONSUME,0,0
CONSUMED,0,0
CONSUMER,0,0
CONSUMERS,0,0
CONTACT,0.000102469515319193,1
CONTACTED,0,0
CONTACTING,0.000102469515319193,1
CONTAIN,0,0
CONTAINED,0,0
CONTAINS,0,0
CONTEMPLATE,0,0
CONTEMPLATED,0,0
CONTEND,0,0
CONTINENT,0,0
CONTINUE,0.000717286607234348,7
CONTINUED,0.000307408545957578,3
CONTINUES,0.00040987806127677,4
CONTINUING,0,0
CONTINUOUS,0,0
CONTRACTED,0,0
CONTRADICT,0,0
CONTRADICTING,0,0
CONTRADICTS,0,0
CONTRARY,0.000102469515319193,1
CONTRAS,0,0
CONTRASTED,0,0
CONTRASTS,0,0
CONTRIBUTE,0,0
CONTRIBUTED,0,0
CONTRIBUTES,0,0
CONTRIBUTING,0,0
CONTRIBUTION,0,0
CONTROL,0.000307408545957578,3
CONTROLLED,0,0
CONTROLLING,0,0
CONTROLS,0,0
CONVENE,0,0
CONVENED,0,0
CONVENIENT,0,0
CONVERGE,0,0
CONVERTING,0,0
CONVEY,0,0
CONVEYS,0,0
CONVICTED,0,0
CONVINCE,0,0
CONVINCED,0,0
CONVOKES,0,0
COOLING,0,0
COOPERATE,0,0
COOPERATED,0,0
COOPERATES,0,0
COOPERATING,0,0
COORDINATE,0,0
COORDINATED,0,0
COORDINATING,0.000102469515319193,1
CORDIAL,0,0
CORDONED,0,0
CORPS,0.000717286607234348,7
CORRAL,0,0
CORRECT,0,0
CORRESPOND,0,0
CORROBORATED,0,0
COST,0,0
COULD,0.00153704272978789,15
COUNT,0,0
COUNTED,0,0
COUNTER,0.000102469515319193,1
COUNTERACT,0,0
COUNTERED,0,0
COUNTEROFFENSIVES,0,0
COUNTING,0,0
COUNTRIES,0.000204939030638385,2
COUNTRY,0.00174198176042627,17
COUNTRYMEN,0,0
COURAGEOUS,0,0
COURT,0.00040987806127677,4
COURTS,0.000204939030638385,2
COVER,0.000204939030638385,2
COVER-UP,0,0
COVERED,0,0
COVERING,0,0
COVERS,0,0
COWARDS,0,0
CRACKED,0,0
CRASHED,0,0
CREATE,0.00040987806127677,4
CREATED,0.000102469515319193,1
CREATES,0,0
CREATING,0.000102469515319193,1
CREATIVE,0,0
CREDITED,0,0
CRIME,0.000614817091915155,6
CRIMES,0,0
CRIMINAL,0.000307408545957578,3
CRIMINALS,0.000204939030638385,2
CRIPDES,0,0
CRIPPLED,0,0
CRISTIANI,0.000512347576595963,5
CRITICAL,0,0
CRITICISED,0,0
CRITICIZE,0.000102469515319193,1
CRITICIZED,0.000102469515319193,1
CRITICIZES,0,0
CRITICIZING,0,0
CROSS,0.000204939030638385,2
CROSSES,0,0
CROWDED,0,0
CRUSHED,0,0
CUALES,0,0
CULMINATED,0,0
CULTURE,0,0
CURBED,0,0
CURFEW,0,0
CURIOUS,0,0
CURTAIL,0,0
CURTAILS,0,0
CUSCATLAN,0.000102469515319193,1
CUSHIONED,0,0
CUSTOM,0.000102469515319193,1
CUT,0.000102469515319193,1
CUTS,0,0
CYNICAL,0,0
D'AFFAIRES,0,0
DAMAGED,0.000307408545957578,3
DAMAGING,0,0
DAMAS,0,0
DANGER,0,0
DANGEROUS,0,0
DARE,0,0
DARED,0,0
DARK,0.000204939030638385,2
DATED,0,0
DATES,0,0
DAY,0.000204939030638385,2
DAYS,0.000922225637872733,9
DEACTIVATE,0,0
DEAD,0.000512347576595963,5
DEADLY,0,0
DEAL,0.000102469515319193,1
DEALING,0,0
DEALS,0.000102469515319193,1
DEALT,0.000102469515319193,1
DEAN,0,0
DEATH,0.00184445127574547,18
DEBATED,0,0
DEBATING,0,0
DECEIVE,0,0
DECEIVED,0,0
DECIDE,0,0
DECIDED,0.000204939030638385,2
DECIDES,0,0
DECIDING,0,0
DECISION,0.000614817091915155,6
DECISIVE,0,0
DECLARATION,0,0
DECLARE,0,0
DECLARED,0.000512347576595963,5
DECLARES,0.000102469515319193,1
DECLARING,0,0
DECLINED,0,0
DECREASED,0,0
DECREED,0,0
DECRIBED,0,0
DEDICATE,0,0
DEDICATED,0,0
DEDUCTED,0,0
DEED,0,0
DEEMED,0,0
DEEMS,0,0
DEEPEN,0,0
DEEPENED,0,0
DEFEAT,0,0
DEFEATED,0,0
DEFEND,0.000102469515319193,1
DEFENDED,0,0
DEFENDERS,0.000102469515319193,1
DEFENDING,0,0
DEFENDS,0,0
DEFENSE,0.000204939030638385,2
DEFENSIVE,0,0
DEFINE,0,0
DEFINED,0,0
DEFINES,0,0
DEFRAUDED,0,0
DEFUSED,0.000102469515319193,1
DEFYING,0,0
DEGOLLAR,0,0
DEHUMANIZE,0,0
DEL,0.000204939030638385,2
DELAY,0,0
DELAYED,0,0
DELICATE,0,0
DELIVER,0.00040987806127677,4
DELIVERED,0.000307408545957578,3
DELIVERING,0.000102469515319193,1
DELVES,0,0
DEMAGOGUERY,0,0
DEMAND,0.000717286607234348,7
DEMANDED,0.000512347576595963,5
DEMANDING,0.000307408545957578,3
DEMANDS,0.000204939030638385,2
DEMOBILIZE,0,0
DEMOBILIZED,0,0
DEMOBILIZING,0,0
DEMOCRACY,0.000204939030638385,2
DEMOCRATIC,0.00245926836766062,24
DEMOCRATIZATION,0,0
DEMOCRATIZING,0,0
DEMOLISHED,0,0
DEMONSTRATE,0.000102469515319193,1
DEMONSTRATED,0.000204939030638385,2
DEMONSTRATES,0,0
DEMONSTRATING,0,0
DEMORALIZED,0,0
DENIED,0.00040987806127677,4
DENIES,0.000102469515319193,1
DENOTE,0,0
DENOUNCE,0.000204939030638385,2
DENOUNCED,0.000102469515319193,1
DENOUNCES,0.000102469515319193,1
DENOUNCING,0,0
DENY,0,0
DEPARTS,0,0
DEPARTURES,0,0
DEPEND,0,0
DEPENDS,0,0
DEPLORABLE,0,0
DEPLORE,0,0
DEPLORED,0.000102469515319193,1
DEPLOY,0.000102469515319193,1
DEPLOYED,0.000102469515319193,1
DEPORTED,0,0
DEPOSITED,0,0
DERAILED,0,0
DERIVED,0,0
DESCRIBE,0.000102469515319193,1
DESCRIBED,0.000204939030638385,2
DESCRIBES,0,0
DESCRIBING,0,0
DESERTED,0,0
DESERVE,0.000102469515319193,1
DESERVES,0,0
DESIGNATED,0,0
DESIGNED,0.000102469515319193,1
DESIRABLE,0,0
DESIRE,0,0
DESISTS,0,0
DESPERATE,0.000204939030638385,2
DESPICABLE,0,0
DESTABILIZE,0,0
DESTABILIZED,0,0
DESTABILIZING,0.000102469515319193,1
DESTROY,0.000102469515319193,1
DESTROYED,0.000717286607234348,7
DESTROYING,0.000102469515319193,1
DESTROYS,0,0
DETACHED,0,0
DETAILED,0,0
DETAIN,0,0
DETAINED,0,0
DETECTED,0,0
DETER,0,0
DETERIORATE,0,0
DETERIORATES,0,0
DETERMINE,0.000307408545957578,3
DETERMINED,0.000204939030638385,2
DETERMINES,0,0
DETERRED,0,0
DETESTABLE,0,0
DETONATED,0.000307408545957578,3
DETRACT,0,0
DEVELOP,0,0
DEVELOPED,0,0
DEVELOPING,0,0
DEVELOPS,0,0
DEVIATE,0,0
DEVISE,0,0
DEVISED,0,0
DEVOTED,0,0
DEVOTES,0,0
DIAL,0,0
DIALOGUE,0.000307408545957578,3
DICTATE,0,0
DICTATES,0,0
DICTATORSHIP,0.000204939030638385,2
DID,0.00081975612255354,8
DIE,0,0
DIED,0.000204939030638385,2
DIEGO,0.000307408545957578,3
DIFFER,0,0
DIFFERENT,0.000307408545957578,3
DIFFERENTIAL,0,0
DIFFICULT,0.000204939030638385,2
DIGNIFIED,0,0
DIMAS,0,0
DIMINISH,0,0
DIMINISHED,0,0
DIRECT,0.000204939030638385,2
DIRECTED,0,0
DIRECTING,0,0
DIRECTOR,0.000307408545957578,3
DISADVANTAGEOUS,0,0
DISAGREE,0,0
DISAPPEAR,0,0
DISAPPEARED,0.000614817091915155,6
DISAPPOINTED,0,0
DISARMED,0,0
DISASTROUS,0,0
DISAVOWED,0,0
DISAVOWS,0,0
DISBAND,0,0
DISBANDED,0,0
DISCARD,0,0
DISCARDED,0,0
DISCARDING,0,0
DISCLOSE,0.000204939030638385,2
DISCLOSED,0.000204939030638385,2
DISCOVERED,0.000204939030638385,2
DISCREDITED,0,0
DISCREDITS,0,0
DISCUSS,0.000204939030638385,2
DISCUSSED,0.000204939030638385,2
DISCUSSES,0,0
DISCUSSING,0,0
DISCUSSION,0,0
DISGRACE,0,0
DISGUISED,0.000204939030638385,2
