verbList,verbProbabilities,verbCounts
ATTACKING,0.000176722157424098,5
ATTACKS,0.00318099883363376,90
ATTAIN,7.06888629696391e-05,2
ATTAINED,0,0
ATTAINS,0,0
ATTEMPT,0.000459477609302654,13
ATTEMPTED,3.53444314848196e-05,1
ATTEMPTING,3.53444314848196e-05,1
ATTEMPTS,0.000106033294454459,3
ATTEND,0.000141377725939278,4
ATTENDED,0.000106033294454459,3
ATTENDING,3.53444314848196e-05,1
ATTENDS,0,0
ATTENTIVE,0,0
ATTEST,0,0
ATTIRE,0,0
ATTITUDE,0.000176722157424098,5
ATTRIBUTE,0,0
ATTRIBUTED,0.000318099883363376,9
ATTRIBUTES,0,0
ATTRIBUTING,0,0
AUGMENTED,0,0
AUTHOR,7.06888629696391e-05,2
AUTHORITY,0,0
AUTHORIZE,0,0
AUTHORIZED,7.06888629696391e-05,2
AUTHORIZES,0,0
AVAILABLE,3.53444314848196e-05,1
AVAILED,3.53444314848196e-05,1
AVENGE,3.53444314848196e-05,1
AVOID,7.06888629696391e-05,2
AVOIDED,0,0
AWAIT,0,0
AWAITING,3.53444314848196e-05,1
AWAKEN,0,0
AWAKENS,0,0
AWARDED,0,0
AWARE,3.53444314848196e-05,1
AWATING,3.53444314848196e-05,1
AWOKE,0,0
AYLWIN,0,0
BACK,0.000247411020393737,7
BACKED,0,0
BACKFIRED,0,0
BACKING,0,0
BAD,0,0
BALANCE,0,0
BAND,3.53444314848196e-05,1
BANNED,0,0
BAR,0,0
BARED,0,0
BARRANQUILLA,7.06888629696391e-05,2
BASE,0,0
BASED,0.000176722157424098,5
BASES,0.000141377725939278,4
BE,0.00540769801717739,153
BEAR,7.06888629696391e-05,2
BEARS,0,0
BEAT,0,0
BEATEN,0,0
BECAME,0,0
BECOME,0.000353444314848196,10
BECOMES,0,0
BECOMING,7.06888629696391e-05,2
BEEFED,0,0
BEEN,0.00883610787120489,250
BEG,0,0
BEGAN,0.000918955218605309,26
BEGETS,0,0
BEGIN,0.000106033294454459,3
BEGINING,0,0
BEGINNING,0.000247411020393737,7
BEGINS,3.53444314848196e-05,1
BEGUN,7.06888629696391e-05,2
BEHAVE,0,0
BEHAVED,0,0
BEHAVING,0,0
BELEIVE,0,0
BELIES,3.53444314848196e-05,1
BELIEVE,0.000742233061181211,21
BELIEVED,0.000318099883363376,9
BELIEVES,0.000141377725939278,4
BELIEVING,0,0
BELONG,7.06888629696391e-05,2
BELONGED,0.000106033294454459,3
BELONGING,0.000212066588908917,6
BELONGS,3.53444314848196e-05,1
BELTRAN,0,0
BENAVIDES,0.000141377725939278,4
BENEFICIAL,0,0
BENEFIT,0.000141377725939278,4
BENEFITED,0,0
BENEFITTED,0,0
BENT,0,0
BESET,0,0
BESIEGE,3.53444314848196e-05,1
BESIEGED,0,0
BESIEGING,0,0
BEST,3.53444314848196e-05,1
BET,0,0
BETRAY,0,0
BETRAYED,3.53444314848196e-05,1
BETTER,7.06888629696391e-05,2
BID,0,0
BIRTHPLACE,7.06888629696391e-05,2
BLACK,0,0
BLACKED,3.53444314848196e-05,1
BLACKMAIL,0,0
BLACKMAILED,0,0
BLAME,0.000106033294454459,3
BLAMED,0.000247411020393737,7
BLAMES,0,0
BLAMING,3.53444314848196e-05,1
BLESS,0,0
BLEW,0.000706888629696391,20
BLIND,0,0
BLOCK,0.000106033294454459,3
BLOCKADED,0,0
BLOCKED,7.06888629696391e-05,2
BLOCKING,0,0
BLOCKS,0.000141377725939278,4
BLOW,0.000176722157424098,5
BLOWN,0.000318099883363376,9
BLUNDER,0,0
BOARDED,0,0
BOARDING,3.53444314848196e-05,1
BOAT,3.53444314848196e-05,1
BODYGUARDS,0,0
BOGGED,0,0
BOILING,0,0
BOMB,0.0063266532357827,179
BOMBARDED,3.53444314848196e-05,1
BOMBED,0.000247411020393737,7
BOMBING,0.000353444314848196,10
BOMBS,0.00215601032057399,61
BOOED,0,0
BORDER,7.06888629696391e-05,2
BORDERING,0.000106033294454459,3
BORDERS,3.53444314848196e-05,1
BORE,0,0
BORN,7.06888629696391e-05,2
BORNE,0,0
BOTHERS,0,0
BOUGHT,0,0
BOUND,0,0
BRAINWASHED,0,0
BRANDED,3.53444314848196e-05,1
BRANDISH,0,0
BRAVE,3.53444314848196e-05,1
BREAK,7.06888629696391e-05,2
BREED,0,0
BRIBED,7.06888629696391e-05,2
BRIDGE,0.000176722157424098,5
BRIEF,0.000106033294454459,3
BRIEFED,0,0
BRING,0.000212066588908917,6
BRINGING,3.53444314848196e-05,1
BRINGS,0,0
BROADCAST,0.000212066588908917,6
BROADCASTING,3.53444314848196e-05,1
BROADCASTS,3.53444314848196e-05,1
BROADEN,0,0
BROKE,0.000141377725939278,4
BROKEN,0.000282755451878557,8
BROTHER,0,0
BROUGHT,0.000141377725939278,4
BUILD,7.06888629696391e-05,2
BUILDING,0.000706888629696391,20
BUILDS,0,0
BUILT,3.53444314848196e-05,1
BURDENED,0,0
BURIED,0.000141377725939278,4
BURN,0.000106033294454459,3
BURNED,0.000212066588908917,6
BURST,0,0
BURY,3.53444314848196e-05,1
BUY,3.53444314848196e-05,1
BUYING,3.53444314848196e-05,1
BUYS,0,0
BY-PRODUCT,0,0
CABLED,0,0
CABRERA,3.53444314848196e-05,1
CADIZ,0,0
CALCULATED,3.53444314848196e-05,1
CALL,0.000424133177817835,12
CALLED,0.00084826635563567,24
CALLING,0.000212066588908917,6
CALLS,0.000247411020393737,7
CALM,7.06888629696391e-05,2
CAME,0.000212066588908917,6
CAMOUFLAGED,3.53444314848196e-05,1
CAMPS,0,0
CAN,0.000989644081574948,28
CANCELED,3.53444314848196e-05,1
CANCELLED,3.53444314848196e-05,1
CANDID,0,0
CANDIDATE,0.000424133177817835,12
CANNONT,0,0
CAPABLE,7.06888629696391e-05,2
CAPITAL,0.00120171067048387,34
CAPTAIN,0.000176722157424098,5
CAPTIVE,0,0
CAPTURE,7.06888629696391e-05,2
CAPTURED,0.000671544198211572,19
CAPTURES,0,0
CAPTURING,7.06888629696391e-05,2
CARE,0.000106033294454459,3
CAREFUL,3.53444314848196e-05,1
CARRIED,0.0019792881631499,56
CARRIERS,7.06888629696391e-05,2
CARRIES,7.06888629696391e-05,2
CARRY,0.000318099883363376,9
CARRYING,0.000424133177817835,12
CARTAGENA,0.000565510903757113,16
CARTEL,0.000318099883363376,9
CARVE,0,0
CASE,0.000212066588908917,6
CAST,0.000247411020393737,7
CASTS,3.53444314848196e-05,1
CATCH,3.53444314848196e-05,1
CATTLEMEN,0,0
CAUGHT,0,0
CAUSE,0.000353444314848196,10
CAUSED,0.00229738804651327,65
CAUSES,3.53444314848196e-05,1
CAUSING,0.000883610787120489,25
CEASE,7.06888629696391e-05,2
CEASED,3.53444314848196e-05,1
CEASES,0,0
CEASING,3.53444314848196e-05,1
CEDES,0,0
CELEBRATE,3.53444314848196e-05,1
CELEBRATED,0,0
CELEBRATING,3.53444314848196e-05,1
CENSORS,0,0
CENTER,0.000565510903757113,16
CENTERED,3.53444314848196e-05,1
CENTERS,0.000106033294454459,3
CERTAIN,0.000176722157424098,5
CERTIFY,0,0
CHAIR,0,0
CHAIRED,0,0
CHALLENGE,0,0
CHALLENGED,0,0
CHAMBER,0.000176722157424098,5
CHAMPION,0,0
CHAMPIONED,0,0
CHANGE,0.000318099883363376,9
CHANGED,0,0
CHANGING,3.53444314848196e-05,1
CHANNELLING,0,0
CHARACTERIZED,0,0
CHARACTERIZES,0,0
CHARGE,0.000706888629696391,20
CHARGED,0.000318099883363376,9
CHARTED,0,0
CHASED,0,0
CHASING,3.53444314848196e-05,1
CHAVEZ,3.53444314848196e-05,1
CHECKED,0,0
CHECKING,3.53444314848196e-05,1
CHEERED,0,0
CHERISH,3.53444314848196e-05,1
CHIEF,0.000424133177817835,12
CHIEFS,0.000282755451878557,8
CHILE,7.06888629696391e-05,2
CHOOSE,7.06888629696391e-05,2
CHOSE,0,0
CHOSEN,0,0
CHUCKLES,0,0
CHURCHES,3.53444314848196e-05,1
CIRCLED,3.53444314848196e-05,1
CIRCLES,7.06888629696391e-05,2
CIRCULATE,0.000141377725939278,4
CIRCULATED,3.53444314848196e-05,1
CIRCULATING,3.53444314848196e-05,1
CITE,7.06888629696391e-05,2
CITED,0,0
CITES,0,0
CITIZENS,0.000388788746333015,11
CITY,0.00176722157424098,50
CIVILIAN,0.00102498851305977,29
CIVILIANS,0.000600855335241933,17
CLAIM,0.000176722157424098,5
CLAIMED,0.00130774396493832,37
CLAIMING,7.06888629696391e-05,2
CLAIMS,7.06888629696391e-05,2
CLAMORING,0,0
CLARIFICATION,0,0
CLARIFIED,0,0
CLARIFY,0,0
CLARIFYING,0,0
CLASH,0.000176722157424098,5
CLASHED,7.06888629696391e-05,2
CLEAN,0,0
CLEANING,0,0
CLEANS,0,0
CLEAR,0.000106033294454459,3
CLEARED,0,0
CLEARER,0,0
CLEARING,3.53444314848196e-05,1
CLEARS,0,0
CLIMBED,3.53444314848196e-05,1
CLOSE,0.000565510903757113,16
CLOSED,7.06888629696391e-05,2
CLUE,0,0
COALESCE,0,0
COCA,7.06888629696391e-05,2
COINCIDE,0,0
COINCIDED,3.53444314848196e-05,1
COINCIDENCE,0,0
COINCIDES,0,0
COLINDRES,3.53444314848196e-05,1
COLLABORATES,0,0
COLLABORATING,0,0
COLLAPSE,3.53444314848196e-05,1
COLLEAGUE,0,0
COLLECTED,0,0
COLOMBIA,0.000742233061181211,21
COMBATTED,0,0
COMBED,0,0
COMBINE,0,0
COMBING,0.000106033294454459,3
COME,0.000212066588908917,6
COMES,0.000106033294454459,3
COMING,3.53444314848196e-05,1
COMITTED,0,0
COMMAND,0.000600855335241933,17
COMMANDED,7.06888629696391e-05,2
COMMANDER,0.000600855335241933,17
COMMANDS,0.000106033294454459,3
COMMEMORATED,0,0
COMMEMORATING,0,0
COMMENT,0.000141377725939278,4
COMMENTED,3.53444314848196e-05,1
COMMENTING,3.53444314848196e-05,1
COMMISSION,0.000388788746333015,11
COMMISSIONED,3.53444314848196e-05,1
COMMIT,0,0
COMMITMENT,3.53444314848196e-05,1
COMMITS,3.53444314848196e-05,1
COMMITTED,0.000176722157424098,5
COMMITTING,0,0
COMMON,3.53444314848196e-05,1
COMMUNICATE,3.53444314848196e-05,1
COMMUNICATING,0,0
COMMUNIQUE,0.000565510903757113,16
COMPANY,0.000388788746333015,11
COMPARABLE,0,0
COMPARE,0,0
COMPARED,3.53444314848196e-05,1
COMPATIBLE,0,0
COMPEL,0,0
COMPELLED,3.53444314848196e-05,1
COMPETES,0,0
COMPILING,0,0
COMPLAIN,0,0
COMPLAINED,0,0
COMPLEMENT,0,0
COMPLEMENTED,0,0
COMPLEMENTS,3.53444314848196e-05,1
COMPLETE,0,0
COMPLETED,3.53444314848196e-05,1
COMPLEX,3.53444314848196e-05,1
COMPLICATE,3.53444314848196e-05,1
COMPLICATED,0,0
COMPLICATES,0,0
COMPLIES,3.53444314848196e-05,1
COMPLY,0,0
COMPLYING,0,0
COMPONENTS,0,0
COMPOSE,0,0
COMPOSED,0,0
COMPREHENSIBLE,0,0
COMPRISE,3.53444314848196e-05,1
COMPRISED,0,0
COMPRISES,0,0
CONCEAL,0,0
CONCEALING,0,0
CONCEALS,0,0
CONCEDED,0,0
CONCEIVED,0,0
CONCENTRATE,0,0
CONCENTRATED,3.53444314848196e-05,1
CONCERN,0.000141377725939278,4
CONCERNED,3.53444314848196e-05,1
CONCERNING,0.000247411020393737,7
CONCERNS,0,0
CONCLUDE,0,0
CONCLUDED,7.06888629696391e-05,2
CONCLUDES,7.06888629696391e-05,2
CONCLUSIVE,0,0
CONCUR,0,0
CONDEMEND,0,0
CONDEMN,3.53444314848196e-05,1
CONDEMNED,0.000176722157424098,5
CONDEMNING,0.000141377725939278,4
CONDEMNS,0,0
CONDITION,7.06888629696391e-05,2
CONDITIONED,3.53444314848196e-05,1
CONDONE,0,0
CONDUCIVE,0,0
CONDUCT,0.000106033294454459,3
CONDUCTED,0.000247411020393737,7
CONDUCTING,0.000176722157424098,5
CONFERRED,0,0
CONFESSED,0.000106033294454459,3
CONFICATED,0,0
CONFIDENT,0,0
CONFINED,7.06888629696391e-05,2
CONFIRM,7.06888629696391e-05,2
CONFIRMED,0.000671544198211572,19
CONFIRMS,0,0
CONFISCATED,0.000176722157424098,5
CONFISCATING,0,0
CONFORM,3.53444314848196e-05,1
CONFRONT,7.06888629696391e-05,2
CONFRONTATIONS,0.000141377725939278,4
CONFRONTED,0,0
CONFRONTING,3.53444314848196e-05,1
CONFUSE,3.53444314848196e-05,1
CONFUSES,0,0
CONFUSION,0,0
CONGRATULATE,0,0
CONGRATULATED,0,0
CONNECTED,0.000106033294454459,3
CONNECTS,0,0
CONQUER,0,0
CONQUERED,0,0
CONQUEST,0,0
CONSEQUENCE,0,0
CONSERVATIVES,0,0
CONSIDER,3.53444314848196e-05,1
CONSIDERATION,3.53444314848196e-05,1
CONSIDERED,0.000282755451878557,8
CONSIDERING,3.53444314848196e-05,1
CONSIDERS,0,0
CONSIST,3.53444314848196e-05,1
CONSISTED,0,0
CONSISTENT,3.53444314848196e-05,1
CONSISTS,3.53444314848196e-05,1
CONSOLIDATE,0,0
CONSOLIDATED,7.06888629696391e-05,2
CONSOLIDATING,0,0
CONSPIRACY,3.53444314848196e-05,1
CONSTITUTE,0,0
CONSTITUTES,0,0
CONSTRUCTED,0,0
CONSTRUCTIVE,0,0
CONSULT,0,0
CONSULTED,7.06888629696391e-05,2
CONSUME,0,0
CONSUMED,7.06888629696391e-05,2
CONSUMER,0,0
CONSUMERS,0,0
CONTACT,0.000106033294454459,3
CONTACTED,0.000141377725939278,4
CONTACTING,3.53444314848196e-05,1
CONTAIN,3.53444314848196e-05,1
CONTAINED,0.000106033294454459,3
CONTAINS,0,0
CONTEMPLATE,0,0
CONTEMPLATED,0,0
CONTEND,3.53444314848196e-05,1
CONTINENT,7.06888629696391e-05,2
CONTINUE,0.000742233061181211,21
CONTINUED,0.000424133177817835,12
CONTINUES,0.000282755451878557,8
CONTINUING,7.06888629696391e-05,2
CONTINUOUS,3.53444314848196e-05,1
CONTRACTED,0,0
CONTRADICT,3.53444314848196e-05,1
CONTRADICTING,0,0
CONTRADICTS,0,0
CONTRARY,3.53444314848196e-05,1
CONTRAS,0,0
CONTRASTED,0,0
CONTRASTS,0,0
CONTRIBUTE,0.000106033294454459,3
CONTRIBUTED,0,0
CONTRIBUTES,0,0
CONTRIBUTING,0,0
CONTRIBUTION,3.53444314848196e-05,1
CONTROL,0.000954299650090128,27
CONTROLLED,7.06888629696391e-05,2
CONTROLLING,7.06888629696391e-05,2
CONTROLS,0,0
CONVENE,0,0
CONVENED,0,0
CONVENIENT,0,0
CONVERGE,0,0
CONVERTING,0,0
CONVEY,0,0
CONVEYS,0,0
CONVICTED,0,0
CONVINCE,0,0
CONVINCED,0,0
CONVOKES,0,0
COOLING,0,0
COOPERATE,7.06888629696391e-05,2
COOPERATED,0,0
COOPERATES,0,0
COOPERATING,0,0
COORDINATE,0,0
COORDINATED,0,0
COORDINATING,0,0
CORDIAL,0,0
CORDONED,7.06888629696391e-05,2
CORPS,0.000282755451878557,8
CORRAL,3.53444314848196e-05,1
CORRECT,7.06888629696391e-05,2
CORRESPOND,0,0
CORROBORATED,0,0
COST,0.000106033294454459,3
COULD,0.00102498851305977,29
COUNT,3.53444314848196e-05,1
COUNTED,0,0
COUNTER,0.000141377725939278,4
COUNTERACT,3.53444314848196e-05,1
COUNTERED,0,0
COUNTEROFFENSIVES,0,0
COUNTING,3.53444314848196e-05,1
COUNTRIES,0.000424133177817835,12
COUNTRY,0.00155515498533206,44
COUNTRYMEN,0,0
COURAGEOUS,0,0
COURT,3.53444314848196e-05,1
COURTS,7.06888629696391e-05,2
COVER,0.000176722157424098,5
COVER-UP,0,0
COVERED,0,0
COVERING,0.000106033294454459,3
COVERS,3.53444314848196e-05,1
COWARDS,0,0
CRACKED,0,0
CRASHED,3.53444314848196e-05,1
CREATE,0.000176722157424098,5
CREATED,0.000176722157424098,5
CREATES,3.53444314848196e-05,1
CREATING,7.06888629696391e-05,2
CREATIVE,0,0
CREDITED,0,0
CRIME,0.000212066588908917,6
CRIMES,7.06888629696391e-05,2
CRIMINAL,0.000424133177817835,12
CRIMINALS,0.000176722157424098,5
CRIPDES,0,0
CRIPPLED,0,0
CRISTIANI,0.000671544198211572,19
CRITICAL,3.53444314848196e-05,1
CRITICISED,0,0
CRITICIZE,0,0
CRITICIZED,7.06888629696391e-05,2
CRITICIZES,3.53444314848196e-05,1
CRITICIZING,3.53444314848196e-05,1
CROSS,0.000388788746333015,11
CROSSES,0,0
CROWDED,3.53444314848196e-05,1
CRUSHED,0,0
CUALES,0,0
CULMINATED,0,0
CULTURE,0,0
CURBED,0,0
CURFEW,0.000176722157424098,5
CURIOUS,3.53444314848196e-05,1
CURTAIL,7.06888629696391e-05,2
CURTAILS,0,0
CUSCATLAN,0.000141377725939278,4
CUSHIONED,0,0
CUSTOM,7.06888629696391e-05,2
CUT,0.000106033294454459,3
CUTS,0,0
CYNICAL,0,0
D'AFFAIRES,0,0
DAMAGED,0.00120171067048387,34
DAMAGING,0.000141377725939278,4
DAMAS,0,0
DANGER,3.53444314848196e-05,1
DANGEROUS,0,0
DARE,0,0
DARED,0,0
DARK,7.06888629696391e-05,2
DATED,0,0
DATES,0,0
DAY,0.000565510903757113,16
DAYS,0.00116636623899905,33
DEACTIVATE,0,0
DEAD,0.000636199766726752,18
DEADLY,0,0
DEAL,0.000106033294454459,3
DEALING,0,0
DEALS,0,0
DEALT,0.000106033294454459,3
DEAN,0,0
DEATH,0.00102498851305977,29
DEBATED,0,0
DEBATING,0,0
DECEIVE,0,0
DECEIVED,0,0
DECIDE,3.53444314848196e-05,1
DECIDED,0.000212066588908917,6
DECIDES,0,0
DECIDING,0,0
DECISION,0.000530166472272294,15
DECISIVE,3.53444314848196e-05,1
DECLARATION,3.53444314848196e-05,1
DECLARE,0.000106033294454459,3
DECLARED,0.000459477609302654,13
DECLARES,3.53444314848196e-05,1
DECLARING,3.53444314848196e-05,1
DECLINED,0,0
DECREASED,0,0
DECREED,0.000176722157424098,5
DECRIBED,0,0
DEDICATE,3.53444314848196e-05,1
DEDICATED,3.53444314848196e-05,1
DEDUCTED,0,0
DEED,0,0
DEEMED,0,0
DEEMS,0,0
DEEPEN,0,0
DEEPENED,0,0
DEFEAT,7.06888629696391e-05,2
DEFEATED,0,0
DEFEND,0.000106033294454459,3
DEFENDED,3.53444314848196e-05,1
DEFENDERS,7.06888629696391e-05,2
DEFENDING,0,0
DEFENDS,0,0
DEFENSE,0.00077757749266603,22
DEFENSIVE,0,0
DEFINE,0,0
DEFINED,0,0
DEFINES,0,0
DEFRAUDED,0,0
DEFUSED,0.000459477609302654,13
DEFYING,0,0
DEGOLLAR,0,0
DEHUMANIZE,0,0
DEL,0.000494822040787474,14
DELAY,0,0
DELAYED,7.06888629696391e-05,2
DELICATE,3.53444314848196e-05,1
DELIVER,7.06888629696391e-05,2
