verbList,verbProbabilities,verbCounts
BELTRAN,0,0
BENAVIDES,0,0
BENEFICIAL,0,0
BENEFIT,0.00051413881748072,1
BENEFITED,0,0
BENEFITTED,0,0
BENT,0,0
BESET,0,0
BESIEGE,0,0
BESIEGED,0,0
BESIEGING,0,0
BEST,0,0
BET,0,0
BETRAY,0,0
BETRAYED,0,0
BETTER,0,0
BID,0,0
BIRTHPLACE,0.00051413881748072,1
BLACK,0.00051413881748072,1
BLACKED,0,0
BLACKMAIL,0,0
BLACKMAILED,0,0
BLAME,0.00051413881748072,1
BLAMED,0.00051413881748072,1
BLAMES,0,0
BLAMING,0,0
BLESS,0,0
BLEW,0,0
BLIND,0,0
BLOCK,0,0
BLOCKADED,0,0
BLOCKED,0,0
BLOCKING,0,0
BLOCKS,0,0
BLOW,0,0
BLOWN,0,0
BLUNDER,0,0
BOARDED,0,0
BOARDING,0,0
BOAT,0,0
BODYGUARDS,0,0
BOGGED,0,0
BOILING,0,0
BOMB,0,0
BOMBARDED,0,0
BOMBED,0,0
BOMBING,0,0
BOMBS,0.00102827763496144,2
BOOED,0,0
BORDER,0.00102827763496144,2
BORDERING,0,0
BORDERS,0,0
BORE,0,0
BORN,0,0
BORNE,0,0
BOTHERS,0,0
BOUGHT,0,0
BOUND,0,0
BRAINWASHED,0,0
BRANDED,0,0
BRANDISH,0,0
BRAVE,0,0
BREAK,0,0
BREED,0,0
BRIBED,0,0
BRIDGE,0,0
BRIEF,0,0
BRIEFED,0,0
BRING,0,0
BRINGING,0,0
BRINGS,0,0
BROADCAST,0,0
BROADCASTING,0,0
BROADCASTS,0,0
BROADEN,0,0
BROKE,0.00102827763496144,2
BROKEN,0,0
BROTHER,0,0
BROUGHT,0,0
BUILD,0,0
BUILDING,0.00051413881748072,1
BUILDS,0,0
BUILT,0,0
BURDENED,0.00051413881748072,1
BURIED,0,0
BURN,0,0
BURNED,0.00102827763496144,2
BURST,0,0
BURY,0,0
BUY,0,0
BUYING,0,0
BUYS,0,0
BY-PRODUCT,0,0
CABLED,0,0
CABRERA,0,0
CADIZ,0,0
CALCULATED,0,0
CALL,0,0
CALLED,0.00051413881748072,1
CALLING,0,0
CALLS,0,0
CALM,0,0
CAME,0,0
CAMOUFLAGED,0,0
CAMPS,0,0
CAN,0.00051413881748072,1
CANCELED,0,0
CANCELLED,0,0
CANDID,0,0
CANDIDATE,0.00051413881748072,1
CANNONT,0,0
CAPABLE,0,0
CAPITAL,0.00102827763496144,2
CAPTAIN,0.00051413881748072,1
CAPTIVE,0,0
CAPTURE,0.00051413881748072,1
CAPTURED,0,0
CAPTURES,0,0
CAPTURING,0,0
CARE,0,0
CAREFUL,0,0
CARRIED,0.00205655526992288,4
CARRIERS,0,0
CARRIES,0,0
CARRY,0.00205655526992288,4
CARRYING,0.00102827763496144,2
CARTAGENA,0,0
CARTEL,0,0
CARVE,0,0
CASE,0,0
CAST,0,0
CASTS,0,0
CATCH,0,0
CATTLEMEN,0,0
CAUGHT,0,0
CAUSE,0,0
CAUSED,0.00051413881748072,1
CAUSES,0.00051413881748072,1
CAUSING,0.00051413881748072,1
CEASE,0,0
CEASED,0,0
CEASES,0,0
CEASING,0,0
CEDES,0,0
CELEBRATE,0,0
CELEBRATED,0,0
CELEBRATING,0,0
CENSORS,0,0
CENTER,0.00102827763496144,2
CENTERED,0,0
CENTERS,0,0
CERTAIN,0,0
CERTIFY,0,0
CHAIR,0,0
CHAIRED,0.00051413881748072,1
CHALLENGE,0,0
CHALLENGED,0,0
CHAMBER,0,0
CHAMPION,0,0
CHAMPIONED,0,0
CHANGE,0,0
CHANGED,0,0
CHANGING,0,0
CHANNELLING,0,0
CHARACTERIZED,0,0
CHARACTERIZES,0,0
CHARGE,0,0
CHARGED,0,0
CHARTED,0,0
CHASED,0,0
CHASING,0,0
CHAVEZ,0,0
CHECKED,0,0
CHECKING,0,0
CHEERED,0,0
CHERISH,0,0
CHIEF,0,0
CHIEFS,0,0
CHILE,0,0
CHOOSE,0,0
CHOSE,0,0
CHOSEN,0,0
CHUCKLES,0,0
CHURCHES,0,0
CIRCLED,0,0
CIRCLES,0,0
CIRCULATE,0,0
CIRCULATED,0,0
CIRCULATING,0,0
CITE,0,0
CITED,0.00051413881748072,1
CITES,0,0
CITIZENS,0.00102827763496144,2
CITY,0.00205655526992288,4
CIVILIAN,0.00051413881748072,1
CIVILIANS,0.00102827763496144,2
CLAIM,0.00051413881748072,1
CLAIMED,0.00102827763496144,2
CLAIMING,0,0
CLAIMS,0.00051413881748072,1
CLAMORING,0.00051413881748072,1
CLARIFICATION,0,0
CLARIFIED,0,0
CLARIFY,0,0
CLARIFYING,0,0
CLASH,0.00102827763496144,2
CLASHED,0.00102827763496144,2
CLEAN,0,0
CLEANING,0,0
CLEANS,0,0
CLEAR,0.00102827763496144,2
CLEARED,0,0
CLEARER,0,0
CLEARING,0,0
CLEARS,0,0
CLIMBED,0,0
CLOSE,0.00102827763496144,2
CLOSED,0,0
CLUE,0,0
COALESCE,0,0
COCA,0,0
COINCIDE,0,0
COINCIDED,0,0
COINCIDENCE,0,0
COINCIDES,0,0
COLINDRES,0,0
COLLABORATES,0,0
COLLABORATING,0,0
COLLAPSE,0,0
COLLEAGUE,0,0
COLLECTED,0,0
COLOMBIA,0,0
COMBATTED,0,0
COMBED,0,0
COMBINE,0,0
COMBING,0,0
COME,0.00051413881748072,1
COMES,0,0
COMING,0,0
COMITTED,0,0
COMMAND,0.00102827763496144,2
COMMANDED,0,0
COMMANDER,0,0
COMMANDS,0,0
COMMEMORATED,0,0
COMMEMORATING,0,0
COMMENT,0,0
COMMENTED,0,0
COMMENTING,0,0
COMMISSION,0.00205655526992288,4
COMMISSIONED,0.00051413881748072,1
COMMIT,0.00051413881748072,1
COMMITMENT,0,0
COMMITS,0,0
COMMITTED,0,0
COMMITTING,0,0
COMMON,0,0
COMMUNICATE,0,0
COMMUNICATING,0,0
COMMUNIQUE,0.00102827763496144,2
COMPANY,0,0
COMPARABLE,0,0
COMPARE,0,0
COMPARED,0,0
COMPATIBLE,0,0
COMPEL,0,0
COMPELLED,0,0
COMPETES,0,0
COMPILING,0,0
COMPLAIN,0,0
COMPLAINED,0,0
COMPLEMENT,0,0
COMPLEMENTED,0,0
COMPLEMENTS,0,0
COMPLETE,0,0
COMPLETED,0,0
COMPLEX,0,0
COMPLICATE,0,0
COMPLICATED,0,0
COMPLICATES,0,0
COMPLIES,0,0
COMPLY,0,0
COMPLYING,0.00051413881748072,1
COMPONENTS,0,0
COMPOSE,0,0
COMPOSED,0,0
COMPREHENSIBLE,0,0
COMPRISE,0,0
COMPRISED,0,0
COMPRISES,0,0
CONCEAL,0,0
CONCEALING,0,0
CONCEALS,0,0
CONCEDED,0,0
CONCEIVED,0,0
CONCENTRATE,0,0
CONCENTRATED,0,0
CONCERN,0.00102827763496144,2
CONCERNED,0,0
CONCERNING,0.00051413881748072,1
CONCERNS,0,0
CONCLUDE,0,0
CONCLUDED,0,0
CONCLUDES,0,0
CONCLUSIVE,0,0
CONCUR,0,0
CONDEMEND,0,0
CONDEMN,0,0
CONDEMNED,0,0
CONDEMNING,0,0
CONDEMNS,0,0
CONDITION,0,0
CONDITIONED,0,0
CONDONE,0,0
CONDUCIVE,0,0
CONDUCT,0,0
CONDUCTED,0.00102827763496144,2
CONDUCTING,0,0
CONFERRED,0,0
CONFESSED,0,0
CONFICATED,0,0
CONFIDENT,0,0
CONFINED,0,0
CONFIRM,0,0
CONFIRMED,0.00102827763496144,2
CONFIRMS,0,0
CONFISCATED,0.00051413881748072,1
CONFISCATING,0.00051413881748072,1
CONFORM,0,0
CONFRONT,0,0
CONFRONTATIONS,0.00051413881748072,1
CONFRONTED,0,0
CONFRONTING,0,0
CONFUSE,0,0
CONFUSES,0,0
CONFUSION,0,0
CONGRATULATE,0,0
CONGRATULATED,0,0
CONNECTED,0,0
CONNECTS,0,0
CONQUER,0,0
CONQUERED,0,0
CONQUEST,0,0
CONSEQUENCE,0,0
CONSERVATIVES,0,0
CONSIDER,0,0
CONSIDERATION,0,0
CONSIDERED,0.00051413881748072,1
CONSIDERING,0,0
CONSIDERS,0,0
CONSIST,0,0
CONSISTED,0,0
CONSISTENT,0,0
CONSISTS,0,0
CONSOLIDATE,0,0
CONSOLIDATED,0,0
CONSOLIDATING,0,0
CONSPIRACY,0,0
CONSTITUTE,0,0
CONSTITUTES,0,0
CONSTRUCTED,0,0
CONSTRUCTIVE,0,0
CONSULT,0,0
CONSULTED,0,0
CONSUME,0,0
CONSUMED,0,0
CONSUMER,0,0
CONSUMERS,0,0
CONTACT,0,0
CONTACTED,0,0
CONTACTING,0,0
CONTAIN,0,0
CONTAINED,0,0
CONTAINS,0,0
CONTEMPLATE,0,0
CONTEMPLATED,0,0
CONTEND,0,0
CONTINENT,0,0
CONTINUE,0.00051413881748072,1
CONTINUED,0,0
CONTINUES,0,0
CONTINUING,0.00051413881748072,1
CONTINUOUS,0,0
CONTRACTED,0,0
CONTRADICT,0,0
CONTRADICTING,0,0
CONTRADICTS,0,0
CONTRARY,0,0
CONTRAS,0.00051413881748072,1
CONTRASTED,0,0
CONTRASTS,0,0
CONTRIBUTE,0,0
CONTRIBUTED,0,0
CONTRIBUTES,0,0
CONTRIBUTING,0,0
CONTRIBUTION,0,0
CONTROL,0,0
CONTROLLED,0,0
CONTROLLING,0,0
CONTROLS,0,0
CONVENE,0,0
CONVENED,0,0
CONVENIENT,0,0
CONVERGE,0,0
CONVERTING,0,0
CONVEY,0,0
CONVEYS,0,0
CONVICTED,0,0
CONVINCE,0,0
CONVINCED,0,0
CONVOKES,0,0
COOLING,0,0
COOPERATE,0,0
COOPERATED,0,0
COOPERATES,0,0
COOPERATING,0,0
COORDINATE,0,0
COORDINATED,0,0
COORDINATING,0.00051413881748072,1
CORDIAL,0,0
CORDONED,0,0
CORPS,0.00051413881748072,1
CORRAL,0,0
CORRECT,0,0
CORRESPOND,0,0
CORROBORATED,0,0
COST,0,0
COULD,0.00205655526992288,4
COUNT,0,0
COUNTED,0,0
COUNTER,0,0
COUNTERACT,0,0
COUNTERED,0,0
COUNTEROFFENSIVES,0,0
COUNTING,0,0
COUNTRIES,0,0
COUNTRY,0.00154241645244216,3
COUNTRYMEN,0,0
COURAGEOUS,0.00051413881748072,1
COURT,0,0
COURTS,0.00051413881748072,1
COVER,0,0
COVER-UP,0,0
COVERED,0,0
COVERING,0,0
COVERS,0,0
COWARDS,0,0
CRACKED,0,0
CRASHED,0,0
CREATE,0,0
CREATED,0,0
CREATES,0,0
CREATING,0,0
CREATIVE,0,0
CREDITED,0,0
CRIME,0.00051413881748072,1
CRIMES,0,0
CRIMINAL,0,0
CRIMINALS,0,0
CRIPDES,0,0
CRIPPLED,0,0
CRISTIANI,0,0
CRITICAL,0,0
CRITICISED,0,0
CRITICIZE,0,0
CRITICIZED,0,0
CRITICIZES,0,0
CRITICIZING,0,0
CROSS,0,0
CROSSES,0,0
CROWDED,0,0
CRUSHED,0,0
CUALES,0,0
CULMINATED,0,0
CULTURE,0,0
CURBED,0,0
CURFEW,0,0
CURIOUS,0,0
CURTAIL,0,0
CURTAILS,0,0
CUSCATLAN,0,0
CUSHIONED,0,0
CUSTOM,0,0
CUT,0,0
CUTS,0,0
CYNICAL,0,0
D'AFFAIRES,0,0
DAMAGED,0.00051413881748072,1
DAMAGING,0,0
DAMAS,0,0
DANGER,0,0
DANGEROUS,0,0
DARE,0,0
DARED,0,0
DARK,0,0
DATED,0,0
DATES,0,0
DAY,0.00051413881748072,1
DAYS,0.00154241645244216,3
DEACTIVATE,0,0
DEAD,0.00154241645244216,3
DEADLY,0,0
DEAL,0.00051413881748072,1
DEALING,0,0
DEALS,0,0
DEALT,0,0
DEAN,0,0
DEATH,0.00102827763496144,2
DEBATED,0,0
DEBATING,0,0
DECEIVE,0,0
DECEIVED,0,0
DECIDE,0,0
DECIDED,0,0
DECIDES,0,0
DECIDING,0,0
DECISION,0,0
DECISIVE,0,0
DECLARATION,0,0
DECLARE,0,0
DECLARED,0.00051413881748072,1
DECLARES,0,0
DECLARING,0,0
DECLINED,0,0
DECREASED,0,0
DECREED,0,0
DECRIBED,0,0
DEDICATE,0,0
DEDICATED,0,0
DEDUCTED,0,0
DEED,0,0
DEEMED,0,0
DEEMS,0,0
DEEPEN,0,0
DEEPENED,0,0
DEFEAT,0,0
DEFEATED,0,0
DEFEND,0.00051413881748072,1
DEFENDED,0,0
DEFENDERS,0,0
DEFENDING,0,0
DEFENDS,0,0
DEFENSE,0.00308483290488432,6
DEFENSIVE,0,0
DEFINE,0,0
DEFINED,0,0
DEFINES,0,0
DEFRAUDED,0,0
DEFUSED,0,0
DEFYING,0,0
DEGOLLAR,0,0
DEHUMANIZE,0,0
DEL,0,0
DELAY,0,0
DELAYED,0,0
DELICATE,0,0
DELIVER,0,0
DELIVERED,0,0
DELIVERING,0,0
DELVES,0,0
DEMAGOGUERY,0,0
DEMAND,0.00051413881748072,1
DEMANDED,0.00051413881748072,1
DEMANDING,0,0
DEMANDS,0,0
DEMOBILIZE,0,0
DEMOBILIZED,0,0
DEMOBILIZING,0,0
DEMOCRACY,0,0
DEMOCRATIC,0.00102827763496144,2
DEMOCRATIZATION,0,0
DEMOCRATIZING,0,0
DEMOLISHED,0,0
DEMONSTRATE,0,0
DEMONSTRATED,0,0
DEMONSTRATES,0,0
DEMONSTRATING,0,0
DEMORALIZED,0,0
DENIED,0.00051413881748072,1
DENIES,0,0
DENOTE,0,0
DENOUNCE,0,0
DENOUNCED,0,0
DENOUNCES,0,0
DENOUNCING,0,0
DENY,0,0
DEPARTS,0,0
DEPARTURES,0,0
DEPEND,0,0
DEPENDS,0,0
DEPLORABLE,0,0
DEPLORE,0,0
DEPLORED,0,0
DEPLOY,0,0
DEPLOYED,0.00154241645244216,3
DEPORTED,0,0
DEPOSITED,0,0
DERAILED,0,0
DERIVED,0,0
DESCRIBE,0,0
DESCRIBED,0,0
DESCRIBES,0,0
DESCRIBING,0,0
DESERTED,0,0
DESERVE,0,0
DESERVES,0,0
DESIGNATED,0,0
DESIGNED,0,0
DESIRABLE,0,0
DESIRE,0,0
DESISTS,0,0
DESPERATE,0,0
DESPICABLE,0,0
DESTABILIZE,0,0
DESTABILIZED,0,0
DESTABILIZING,0,0
DESTROY,0,0
DESTROYED,0.00154241645244216,3
DESTROYING,0,0
DESTROYS,0,0
DETACHED,0,0
DETAILED,0,0
DETAIN,0,0
DETAINED,0,0
DETECTED,0,0
DETER,0,0
DETERIORATE,0,0
DETERIORATES,0,0
DETERMINE,0,0
DETERMINED,0,0
DETERMINES,0,0
DETERRED,0,0
DETESTABLE,0,0
DETONATED,0,0
DETRACT,0,0
DEVELOP,0,0
DEVELOPED,0,0
DEVELOPING,0,0
DEVELOPS,0,0
DEVIATE,0,0
DEVISE,0,0
DEVISED,0,0
DEVOTED,0,0
DEVOTES,0,0
DIAL,0,0
DIALOGUE,0.00102827763496144,2
DICTATE,0,0
DICTATES,0,0
DICTATORSHIP,0,0
DID,0.00051413881748072,1
DIE,0,0
DIED,0.00154241645244216,3
DIEGO,0,0
DIFFER,0,0
DIFFERENT,0.00102827763496144,2
DIFFERENTIAL,0,0
DIFFICULT,0,0
DIGNIFIED,0,0
DIMAS,0,0
DIMINISH,0,0
DIMINISHED,0,0
DIRECT,0,0
DIRECTED,0,0
DIRECTING,0,0
DIRECTOR,0.00051413881748072,1
DISADVANTAGEOUS,0,0
DISAGREE,0.00051413881748072,1
DISAPPEAR,0,0
DISAPPEARED,0.00051413881748072,1
DISAPPOINTED,0,0
DISARMED,0,0
DISASTROUS,0,0
DISAVOWED,0,0
DISAVOWS,0,0
DISBAND,0,0
DISBANDED,0,0
DISCARD,0,0
DISCARDED,0,0
DISCARDING,0,0
DISCLOSE,0,0
DISCLOSED,0,0
DISCOVERED,0.00051413881748072,1
DISCREDITED,0,0
DISCREDITS,0,0
DISCUSS,0,0
DISCUSSED,0.00154241645244216,3
DISCUSSES,0,0
DISCUSSING,0,0
DISCUSSION,0,0
DISGRACE,0,0
DISGUISED,0,0
DISLODGE,0,0
DISLODGED,0,0
DISMANTLE,0,0
DISMANTLED,0,0
DISMAYED,0,0
DISMISS,0,0
DISMISSED,0,0
DISOBEYED,0,0
DISOBEYS,0,0
DISPATCH,0,0
DISPATCHED,0,0
DISPENSE,0,0
DISPERSED,0,0
DISPLACED,0,0
DISPLAY,0,0
DISPLAYED,0,0
DISPOSAL,0,0
DISPOSSESSED,0,0
DISREGARDED,0,0
DISRESPECTING,0,0
DISRUPT,0.00051413881748072,1
DISRUPTED,0,0
DISRUPTING,0,0
DISRUPTION,0,0
DISSEMINATED,0,0
DISTORT,0,0
DISTORTED,0,0
DISTORTING,0,0
DISTRIBUTED,0,0
DISTRIBUTES,0,0
DISTRICT,0,0
DISTRUST,0,0
DISTRUSTFUL,0,0
DISTURB,0,0
DISTURBED,0,0
DISTURBS,0,0
DIVERTED,0,0
DIVIDE,0,0
DIVIDED,0,0
DIVIDES,0,0
DO,0,0
DOCUMENT,0.00051413881748072,1
DOES,0.00051413881748072,1
DOGMA,0,0
DOGS,0,0
DOING,0.00051413881748072,1
DOMINATE,0,0
DOMINATED,0,0
DOMINATES,0,0
DONATED,0,0
DONATING,0,0
DONE,0,0
DONELLEY,0,0
DOOMED,0,0
DOUBLE,0,0
DOUBLED,0,0
DOUBT,0,0
DOUBTFUL,0,0
DOWN,0.00051413881748072,1
DOWNED,0,0
DOWNPLAYED,0,0
DRAFT,0,0
DRAFTED,0,0
DRAFTING,0,0
DRAGGED,0,0
DRAMATIZES,0,0
DRAPED,0,0
DRAW,0,0
DRAWN,0,0
DREAM,0,0
DREW,0,0
DRIVE,0,0
DRIVING,0,0
DROP,0,0
DROPPED,0,0
DROPPING,0,0
DROVE,0,0
DROWNED,0,0
DRUNK,0,0
DUARTE,0,0
DUBBED,0,0
DUE,0.00051413881748072,1
DUG,0,0
DUMPTRUCK,0,0
DUPLICATE,0,0
DUSTING,0,0
DUTY,0,0
DUTYBOUND,0,0
DYING,0,0
DYNAMITED,0,0
EARLY,0.00154241645244216,3
EARMARKED,0,0
EARN,0,0
EARNED,0,0
EASE,0,0
EASIER,0,0
EAST,0.00051413881748072,1
EASY,0,0
EAT,0,0
ECHOED,0,0
ECO,0,0
ECUADOR,0,0
EDUCATED,0,0
EFFECT,0,0
EFFECTED,0,0
EFFECTIVE,0,0
EFFICIENT,0,0
EFFORT,0,0
ELECT,0,0
ELECTED,0,0
ELECTIONS,0.00102827763496144,2
ELECTRICITY,0,0
ELEMENT,0,0
ELICITED,0,0
ELIMINATE,0,0
ELIMINATED,0,0
ELN,0,0
ELSE,0,0
EMBASSY,0.00051413881748072,1
EMBRACE,0,0
EMBRACING,0,0
EMERGE,0,0
EMERGED,0.00051413881748072,1
EMOTION,0,0
EMPHASIZE,0,0
EMPHASIZED,0,0
EMPHATIC,0,0
EMPLACED,0,0
EMPLOYED,0,0
EMPOWERED,0,0
EMPOWERS,0,0
